R,EC
9908101,3.4.25.1
9912655,3.4.25.1
9912747,3.4.25.1
9912751,3.4.25.1
11071277,3.4.25.1
11029214,3.4.25.1
11030735,3.4.25.1
11064807,3.4.25.1
11031034,3.4.25.1
11080440,3.4.25.1
11070277,3.4.25.1
11020036,3.4.25.1
11083896,3.4.25.1
11082482,3.4.25.1
11080750,3.4.25.1
11071503,3.4.25.1
11080445,3.4.25.1
11064867,3.4.25.1
11030774,3.4.25.1
10079013,3.4.25.1
10079009,3.4.25.1
11030778,3.4.25.1
10998769,3.4.25.1
10998773,3.4.25.1
10944189,3.4.25.1
10944191,3.4.25.1
10944193,3.4.25.1
10535609,3.4.25.1
10535611,3.4.25.1
10535613,3.4.25.1
10079011,3.4.25.1
10418877,3.4.25.1
10418881,3.4.25.1
10304008,3.4.25.1
10304010,3.4.25.1
10304012,3.4.25.1
11044773,3.4.25.1
11076563,3.4.25.1
10195232,3.4.25.1
10195234,3.4.25.1
10195236,3.4.25.1
10418879,3.4.25.1
9908105,3.4.25.1
10440717,3.4.25.1
10898173,3.4.25.1
174202,3.4.25.1
10495485,3.4.25.1
10446875,3.4.25.1
10468773,3.4.25.1
8852354,3.4.25.1
10430585,3.4.25.1
10425487,3.4.25.1
10425572,3.4.25.1
264458,3.4.25.1
10516383,3.4.25.1
10516395,3.4.25.1
10468369,3.4.25.1
10531979,3.4.25.1
10449115,3.4.25.1
10495503,3.4.25.1
10469150,3.4.25.1
10536271,3.4.25.1
10535993,3.4.25.1
10535932,3.4.25.1
10495833,3.4.25.1
10495835,3.4.25.1
10495837,3.4.25.1
10497571,3.4.25.1
10523916,3.4.25.1
10520282,3.4.25.1
10518081,3.4.25.1
10499154,3.4.25.1
10531526,3.4.25.1
174105,3.4.25.1
174203,3.4.25.1
9755303,3.4.25.1
5668520,3.4.25.1
8866858,3.4.25.1
5362448,3.4.25.1
10439199,3.4.25.1
10439182,3.4.25.1
10439073,3.4.25.1
10448261,3.4.25.1
10516113,3.4.25.1
10466764,3.4.25.1
10515544,3.4.25.1
10498565,3.4.25.1
174255,3.4.25.1
10491175,3.4.25.1
10491369,3.4.25.1
10488844,3.4.25.1
5387392,3.4.25.1
10491367,3.4.25.1
9011324,3.4.25.1
10481013,3.4.25.1
9011313,3.4.25.1
9934893,3.4.25.1
9934887,3.4.25.1
9755306,3.4.25.1
8866553,3.4.25.1
8932355,3.4.25.1
10472419,3.4.25.1
10536660,3.4.25.1
10494519,3.4.25.1
10499159,3.4.25.1
10382304,3.4.25.1
10378734,3.4.25.1
10352966,3.4.25.1
8850992,3.4.25.1
10419493,3.4.25.1
10419251,3.4.25.1
5658430,3.4.25.1
10419190,3.4.25.1
10379048,3.4.25.1
10379050,3.4.25.1
10379052,3.4.25.1
10380721,3.4.25.1
10333537,3.4.25.1
10407185,3.4.25.1
1504193,3.4.25.1
4641260,3.4.25.1
3640874,3.4.25.1
10403288,3.4.25.1
10400943,3.4.25.1
10414747,3.4.25.1
4641256,3.4.25.1
2130282,3.4.25.1
10419875,3.4.25.1
10377732,3.4.25.1
9766223,3.4.25.1
5607724,3.4.25.1
4608855,3.4.25.1
10352213,3.4.25.1
212917,3.4.25.1
10883760,3.4.25.1
10531517,3.4.25.1
10537177,3.4.25.1
10459729,3.4.25.1
10501499,3.4.25.1
983150,3.4.25.1
10323431,3.4.25.1
10323414,3.4.25.1
10323305,3.4.25.1
10332600,3.4.25.1
10399047,3.4.25.1
10351023,3.4.25.1
10398543,3.4.25.1
10374366,3.4.25.1
10356010,3.4.25.1
10374554,3.4.25.1
10371913,3.4.25.1
10374552,3.4.25.1
10364139,3.4.25.1
10415208,3.4.25.1
10378714,3.4.25.1
10331341,3.4.25.1
10352581,3.4.25.1
10315494,3.4.25.1
10310345,3.4.25.1
10310434,3.4.25.1
10399303,3.4.25.1
10399315,3.4.25.1
9949676,3.4.25.1
9954728,3.4.25.1
450466,3.4.25.1
5687112,3.4.25.1
10064114,3.4.25.1
10040017,3.4.25.1
10075236,3.4.25.1
10941803,3.4.25.1
10919766,3.4.25.1
10935951,3.4.25.1
10936981,3.4.25.1
187574,3.4.25.1
188191,3.4.25.1
174058,3.4.25.1
69600,3.4.25.1
68825,3.4.25.1
10066564,3.4.25.1
8952408,3.4.25.1
9604648,3.4.25.1
8939801,3.4.25.1
5635854,3.4.25.1
9762096,3.4.25.1
9934884,3.4.25.1
10868667,3.4.25.1
10878582,3.4.25.1
10956751,3.4.25.1
10956704,3.4.25.1
10959863,3.4.25.1
10966852,3.4.25.1
10988504,3.4.25.1
9604642,3.4.25.1
9966115,3.4.25.1
9966808,3.4.25.1
9981087,3.4.25.1
10439027,3.4.25.1
10440832,3.4.25.1
10425911,3.4.25.1
10425114,3.4.25.1
10523156,3.4.25.1
10520953,3.4.25.1
10497532,3.4.25.1
10531834,3.4.25.1
10324978,3.4.25.1
10323259,3.4.25.1
10325101,3.4.25.1
10310775,3.4.25.1
10310044,3.4.25.1
10406513,3.4.25.1
10403949,3.4.25.1
10380682,3.4.25.1
10415061,3.4.25.1
10100982,3.4.25.1
10099214,3.4.25.1
10101098,3.4.25.1
10085990,3.4.25.1
10085223,3.4.25.1
10182927,3.4.25.1
10157688,3.4.25.1
10191304,3.4.25.1
9980979,3.4.25.1
9979199,3.4.25.1
10976826,3.4.25.1
10382309,3.4.25.1
10968283,3.4.25.1
10949468,3.4.25.1
10109525,3.4.25.1
10159341,3.4.25.1
10155654,3.4.25.1
10129951,3.4.25.1
10195852,3.4.25.1
10195610,3.4.25.1
10195549,3.4.25.1
10155977,3.4.25.1
10155979,3.4.25.1
10155981,3.4.25.1
10157737,3.4.25.1
10183586,3.4.25.1
10129029,3.4.25.1
10179928,3.4.25.1
10191019,3.4.25.1
10196248,3.4.25.1
10154610,3.4.25.1
10159346,3.4.25.1
10191010,3.4.25.1
10196703,3.4.25.1
10120060,3.4.25.1
10161711,3.4.25.1
10976406,3.4.25.1
10949777,3.4.25.1
10957191,3.4.25.1
10956652,3.4.25.1
10177538,3.4.25.1
10175770,3.4.25.1
10175758,3.4.25.1
10085647,3.4.25.1
10989036,3.4.25.1
10967437,3.4.25.1
10998847,3.4.25.1
10989689,3.4.25.1
10996842,3.4.25.1
10999180,3.4.25.1
10964037,3.4.25.1
10978501,3.4.25.1
10099369,3.4.25.1
10099371,3.4.25.1
10099260,3.4.25.1
10099386,3.4.25.1
10108576,3.4.25.1
10175490,3.4.25.1
10127378,3.4.25.1
10174968,3.4.25.1
10158816,3.4.25.1
10151419,3.4.25.1
10133766,3.4.25.1
10151615,3.4.25.1
10149424,3.4.25.1
10151613,3.4.25.1
10141817,3.4.25.1
10191452,3.4.25.1
10129413,3.4.25.1
10090841,3.4.25.1
10085562,3.4.25.1
10949348,3.4.25.1
10414738,3.4.25.1
211715,3.4.25.1
10420395,3.4.25.1
10079381,3.4.25.1
10079622,3.4.25.1
10010656,3.4.25.1
10038089,3.4.25.1
10041689,3.4.25.1
9989306,3.4.25.1
10009721,3.4.25.1
10059231,3.4.25.1
10059219,3.4.25.1
9966478,3.4.25.1
9966395,3.4.25.1
9908780,3.4.25.1
9908108,3.4.25.1
10935469,3.4.25.1
209061,3.4.25.1
10933703,3.4.25.1
9934888,3.4.25.1
9008115,3.4.25.1
9009438,3.4.25.1
10915087,3.4.25.1
10941515,3.4.25.1
10079320,3.4.25.1
10038405,3.4.25.1
10038407,3.4.25.1
10038409,3.4.25.1
10915181,3.4.25.1
10909001,3.4.25.1
10899070,3.4.25.1
10044052,3.4.25.1
9999870,3.4.25.1
10080490,3.4.25.1
10074922,3.4.25.1
10041694,3.4.25.1
10037083,3.4.25.1
10079985,3.4.25.1
10945163,3.4.25.1
10074931,3.4.25.1
10063445,3.4.25.1
10067192,3.4.25.1
10040064,3.4.25.1
10873157,3.4.25.1
10868179,3.4.25.1
10868215,3.4.25.1
10932735,3.4.25.1
10884385,3.4.25.1
10899537,3.4.25.1
10944469,3.4.25.1
10061005,3.4.25.1
10921965,3.4.25.1
1236945,3.4.25.1
5610758,3.4.25.1
5610754,3.4.25.1
180573,3.4.25.1
9929352,3.4.25.1
9929486,3.4.25.1
9931314,3.4.25.1
1236935,3.4.25.1
10058438,3.4.25.1
10008089,3.4.25.1
1236970,3.4.25.1
5607731,3.4.25.1
5668481,3.4.25.1
353125,3.4.25.1
9009362,3.4.25.1
1168640,3.4.25.1
8854071,3.4.25.1
10058956,3.4.25.1
9988410,3.4.25.1
9979244,3.4.25.1
9979351,3.4.25.1
9979368,3.4.25.1
69016,3.4.25.1
68948,3.4.25.1
75825,3.4.25.1
1234159,3.4.25.1
10384765,3.4.25.1
10344002,3.4.25.1
8854044,3.4.25.1
9008110,3.4.25.1
10932379,3.4.25.1
5610760,3.4.25.1
5610757,3.4.25.1
5610751,3.4.25.1
5635868,3.4.25.1
8957265,3.4.25.1
180603,3.4.25.1
9987068,3.4.25.1
10038069,3.4.25.1
10075371,3.4.25.1
10023854,3.4.25.1
10033898,3.4.25.1
10031450,3.4.25.1
10033900,3.4.25.1
10015169,3.4.25.1
10033710,3.4.25.1
10041155,3.4.25.1
9971071,3.4.25.1
10010086,3.4.25.1
10412020,3.4.26.1
9647999,3.4.26.1
10072135,3.4.26.1
10297357,3.4.26.1
10528714,3.4.26.1
10857505,3.4.26.1
10940296,3.4.26.1
10188386,3.4.26.1
11046597,3.5.-.-
11046601,3.5.-.-
11046582,3.5.-.-
11046568,3.5.-.-
11046578,3.5.-.-
10784970,3.5.-.-
11046592,3.5.-.-
11004708,3.5.-.-
11004686,3.5.-.-
10413268,3.5.1.-
10180199,3.5.1.-
10063715,3.5.1.-
8936584,3.5.1.-
400183,3.5.1.-
9995003,3.5.1.-
10114940,3.5.1.-
10556545,3.5.1.-
10622907,3.5.1.-
10456628,3.5.1.-
10341025,3.5.1.-
10231152,3.5.1.-
10117068,3.5.1.-
9996914,3.5.1.-
428262,3.5.1.-
5324632,3.5.1.-
10036447,3.5.1.-
573383,3.5.1.-
573376,3.5.1.-
10671715,3.5.1.-
10403549,3.5.1.-
10759642,3.5.1.-
8937113,3.5.1.-
10063779,3.5.1.-
10038860,3.5.1.-
5618331,3.5.1.-
10574044,3.5.1.-
10031983,3.5.1.-
3782637,3.5.1.-
10031857,3.5.1.-
3777129,3.5.1.-
10829043,3.5.1.-
10759688,3.5.1.-
8952903,3.5.1.-
5227490,3.5.1.-
10403594,3.5.1.-
10063763,3.5.1.-
8937022,3.5.1.-
10759651,3.5.1.-
10403558,3.5.1.-
10180208,3.5.1.-
10063724,3.5.1.-
8936608,3.5.1.-
10759704,3.5.1.-
10403610,3.5.1.-
10180263,3.5.1.-
10180247,3.5.1.-
9845305,3.5.1.-
433672,3.5.1.-
573373,3.5.1.-
10340994,3.5.1.-
10456597,3.5.1.-
10624132,3.5.1.-
10557554,3.5.1.-
428205,3.5.1.-
9996876,3.5.1.-
10117030,3.5.1.-
10231114,3.5.1.-
10340987,3.5.1.-
10456590,3.5.1.-
10624125,3.5.1.-
10706780,3.5.1.-
1606602,3.5.1.-
10054190,3.5.1.-
10016638,3.5.1.-
10134894,3.5.1.-
10357340,3.5.1.-
10171627,3.5.1.-
10592268,3.5.1.-
10826078,3.5.1.-
10394926,3.5.1.-
10667102,3.5.1.-
9701565,3.5.1.-
10073375,3.5.1.-
10189625,3.5.1.-
10231121,3.5.1.-
9845308,3.5.1.-
10117037,3.5.1.-
428231,3.5.1.-
427336,3.5.1.-
10066785,3.5.1.-
2022860,3.5.1.-
2022887,3.5.1.-
10021943,3.5.1.-
10140003,3.5.1.-
10021905,3.5.1.-
10139965,3.5.1.-
10029399,3.5.1.-
3000383,3.5.1.-
11052798,3.5.1.-
9996883,3.5.1.-
10768076,3.5.1.-
11020891,3.5.1.-
6805650,3.5.1.-
10624163,3.5.1.-
10962574,3.5.1.-
11042531,3.5.1.-
10274822,3.5.1.1
10387598,3.5.1.1
10504782,3.5.1.1
10581619,3.5.1.1
10747146,3.5.1.1
10838793,3.5.1.1
10046857,3.5.1.1
10164423,3.5.1.1
5696365,3.5.1.1
6797627,3.5.1.1
10167297,3.5.1.1
10983243,3.5.1.1
10925795,3.5.1.1
10841085,3.5.1.1
10656166,3.5.1.1
10507949,3.5.1.1
10277636,3.5.1.1
10049752,3.5.1.1
1606602,3.5.1.109
10188827,3.5.1.114
10188825,3.5.1.114
10594740,3.5.1.114
10071576,3.5.1.114
10187825,3.5.1.114
9673054,3.5.1.114
10670606,3.5.1.114
9638046,3.5.1.114
9673053,3.5.1.114
10671190,3.5.1.114
10072583,3.5.1.114
10671192,3.5.1.114
10595191,3.5.1.114
10412475,3.5.1.114
10412477,3.5.1.114
10297770,3.5.1.114
10297772,3.5.1.114
10595189,3.5.1.114
10072581,3.5.1.114
879327,3.5.1.115
879281,3.5.1.115
879311,3.5.1.115
4225086,3.5.1.12
3325540,3.5.1.12
10369720,3.5.1.12
10486762,3.5.1.12
10572730,3.5.1.12
10029479,3.5.1.12
10642771,3.5.1.12
3076905,3.5.1.12
4167509,3.5.1.12
10258297,3.5.1.12
10033235,3.5.1.12
10150944,3.5.1.12
10261944,3.5.1.12
10373890,3.5.1.12
10490719,3.5.1.12
10574730,3.5.1.12
10645389,3.5.1.12
10147335,3.5.1.12
10918320,3.5.1.14
10975864,3.5.1.14
10858864,3.5.1.14
10996809,3.5.1.14
10941487,3.5.1.14
10671192,3.5.1.14
5433074,3.5.1.14
10672575,3.5.1.14
9753944,3.5.1.14
10155311,3.5.1.14
10190977,3.5.1.14
10072581,3.5.1.14
10037757,3.5.1.14
10265863,3.5.1.14
10299980,3.5.1.14
10378320,3.5.1.14
10414705,3.5.1.14
10495178,3.5.1.14
10531484,3.5.1.14
10297772,3.5.1.14
10671190,3.5.1.14
10188825,3.5.1.14
10412477,3.5.1.14
10188827,3.5.1.14
10412475,3.5.1.14
10072583,3.5.1.14
10595191,3.5.1.14
10648281,3.5.1.14
9673053,3.5.1.14
10595189,3.5.1.14
9673054,3.5.1.14
10074889,3.5.1.14
10832188,3.5.1.14
10297770,3.5.1.14
10653472,3.5.1.15
10273762,3.5.1.15
10163285,3.5.1.15
10045676,3.5.1.15
10580907,3.5.1.15
10503605,3.5.1.15
5691507,3.5.1.15
10386461,3.5.1.15
10428727,3.5.1.2
10205039,3.5.1.2
10952035,3.5.1.2
10606416,3.5.1.2
10871426,3.5.1.2
10782567,3.5.1.2
10606413,3.5.1.2
10606419,3.5.1.2
10428730,3.5.1.2
10782573,3.5.1.2
10871432,3.5.1.2
10952041,3.5.1.2
11004650,3.5.1.2
11004647,3.5.1.2
11036056,3.5.1.2
73571,3.5.1.2
10428724,3.5.1.2
10313636,3.5.1.2
10313642,3.5.1.2
10088917,3.5.1.2
11004644,3.5.1.2
10604814,3.5.1.2
11036059,3.5.1.2
10313639,3.5.1.2
10782570,3.5.1.2
11036053,3.5.1.2
10871429,3.5.1.2
10952038,3.5.1.2
73573,3.5.1.2
9969326,3.5.1.2
9969329,3.5.1.2
10205036,3.5.1.2
9969332,3.5.1.2
73577,3.5.1.2
10088923,3.5.1.2
10542363,3.5.1.2
10088920,3.5.1.2
10205042,3.5.1.2
10722601,3.5.1.23
10357340,3.5.1.23
10245915,3.5.1.23
10053592,3.5.1.23
10016638,3.5.1.23
10801549,3.5.1.23
10557554,3.5.1.23
10889828,3.5.1.23
10134894,3.5.1.23
1606602,3.5.1.23
428205,3.5.1.23
9996876,3.5.1.23
6803753,3.5.1.23
428231,3.5.1.23
10903679,3.5.1.23
428262,3.5.1.23
10171023,3.5.1.23
10752492,3.5.1.23
10889823,3.5.1.23
10659057,3.5.1.23
10801544,3.5.1.23
10473813,3.5.1.23
10511667,3.5.1.23
10394330,3.5.1.23
9996883,3.5.1.23
9996914,3.5.1.23
10585877,3.5.1.25
6803789,3.5.1.25
10171048,3.5.1.25
10281053,3.5.1.25
10930139,3.5.1.25
10845139,3.5.1.25
10752508,3.5.1.25
10659073,3.5.1.25
10511698,3.5.1.25
10394355,3.5.1.25
10053617,3.5.1.25
10658450,3.5.1.28
10585285,3.5.1.28
10052721,3.5.1.28
6799977,3.5.1.28
3782655,3.5.1.48
10031986,3.5.1.48
10574051,3.5.1.48
10174882,3.5.1.52
10284317,3.5.1.52
10398448,3.5.1.52
8850594,3.5.1.52
10932358,3.5.1.52
10847593,3.5.1.52
10515457,3.5.1.52
10588561,3.5.1.52
10661644,3.5.1.52
10058343,3.5.1.52
73620,3.5.1.6
9969388,3.5.1.6
9969439,3.5.1.6
10952097,3.5.1.6
10871462,3.5.1.6
10871498,3.5.1.6
10782603,3.5.1.6
10782639,3.5.1.6
10683535,3.5.1.6
10952130,3.5.1.6
10543651,3.5.1.6
10543702,3.5.1.6
10205094,3.5.1.6
10205145,3.5.1.6
10088985,3.5.1.6
10089037,3.5.1.6
10683577,3.5.1.6
73591,3.5.1.6
10171023,3.5.1.60
6803753,3.5.1.60
10394330,3.5.1.60
10511667,3.5.1.60
10930121,3.5.1.60
10752492,3.5.1.60
10053592,3.5.1.60
10659057,3.5.1.60
10574051,3.5.1.62
10031986,3.5.1.62
3782655,3.5.1.62
162857,3.5.1.89
10876121,3.5.1.89
10096167,3.5.1.89
10211718,3.5.1.89
10320684,3.5.1.89
10435809,3.5.1.89
10611905,3.5.1.89
10955735,3.5.1.89
11007216,3.5.1.89
11038486,3.5.1.89
11067586,3.5.1.89
9976338,3.5.1.89
10787649,3.5.1.89
71189,3.5.1.9
10246269,3.5.1.9
71196,3.5.1.9
10987548,3.5.1.9
10269701,3.5.1.9
10520778,3.5.1.92
10403772,3.5.1.92
10289486,3.5.1.92
10180412,3.5.1.92
10063939,3.5.1.92
8938300,3.5.1.92
10665002,3.5.1.92
10845372,3.5.1.98
10996378,3.5.1.98
10940969,3.5.1.98
10858242,3.5.1.98
10768076,3.5.1.98
10671715,3.5.1.98
10529910,3.5.1.98
10413268,3.5.1.98
10973520,3.5.1.98
11016601,3.5.1.98
11048695,3.5.1.98
11073775,3.5.1.98
10973496,3.5.1.98
11016583,3.5.1.98
11048571,3.5.1.98
10298530,3.5.1.98
10189625,3.5.1.98
10073375,3.5.1.98
9701565,3.5.1.98
10930295,3.5.1.98
6805650,3.5.1.98
10054190,3.5.1.98
10171627,3.5.1.98
10281544,3.5.1.98
10394926,3.5.1.98
10512257,3.5.1.98
11075254,3.5.1.98
10976063,3.5.1.98
10659669,3.5.1.98
11073760,3.5.1.98
10369638,3.5.1.98
10973511,3.5.1.98
3000383,3.5.1.98
10029399,3.5.1.98
10486678,3.5.1.98
10912089,3.5.1.98
10972048,3.5.1.98
10800183,3.5.1.98
10622907,3.5.1.98
10556545,3.5.1.98
10454595,3.5.1.98
10339080,3.5.1.98
10114940,3.5.1.98
9995003,3.5.1.98
400183,3.5.1.98
10935766,3.5.1.98
10851378,3.5.1.98
10759688,3.5.1.98
10664892,3.5.1.98
10520608,3.5.1.98
10403594,3.5.1.98
10829573,3.5.1.98
10829564,3.5.1.98
10736852,3.5.1.98
10491548,3.5.1.98
10975479,3.5.1.98
11017966,3.5.1.98
11049994,3.5.1.98
573383,3.5.1.98
573376,3.5.1.98
433672,3.5.1.98
5227490,3.5.1.98
9845305,3.5.1.98
9845308,3.5.1.98
10289334,3.5.1.98
573373,3.5.1.98
4720432,3.5.1.98
4720446,3.5.1.98
10034067,3.5.1.98
10034076,3.5.1.98
10151769,3.5.1.98
10151778,3.5.1.98
10374712,3.5.1.98
10374721,3.5.1.98
10491539,3.5.1.98
427336,3.5.1.98
10180247,3.5.1.98
10063763,3.5.1.98
8937022,3.5.1.98
10403549,3.5.1.98
10289286,3.5.1.98
10180199,3.5.1.98
10063715,3.5.1.98
8936584,3.5.1.98
10852903,3.5.1.98
8952069,3.5.1.98
3777129,3.5.1.98
10031857,3.5.1.98
10520560,3.5.1.98
10260644,3.5.1.98
10489269,3.5.1.98
10827945,3.5.1.98
11048595,3.5.1.98
3782637,3.5.1.98
10031983,3.5.1.98
10260789,3.5.1.98
10372625,3.5.1.98
10489414,3.5.1.98
10574044,3.5.1.98
10372465,3.5.1.98
11048687,3.5.1.98
10664832,3.5.1.98
10851329,3.5.1.98
10935729,3.5.1.98
10851338,3.5.1.98
10759651,3.5.1.98
10664841,3.5.1.98
10520569,3.5.1.98
10403558,3.5.1.98
10289295,3.5.1.98
10180208,3.5.1.98
10063724,3.5.1.98
10759642,3.5.1.98
8936608,3.5.1.98
10759704,3.5.1.98
10664908,3.5.1.98
10520624,3.5.1.98
10403610,3.5.1.98
10289350,3.5.1.98
10180263,3.5.1.98
10063779,3.5.1.98
8937113,3.5.1.98
10935720,3.5.1.98
10935782,3.5.1.98
10851394,3.5.1.98
10229180,3.5.1.98
5693742,3.5.1.99
5693751,3.5.1.99
10581120,3.5.1.99
10923270,3.5.1.99
10653697,3.5.1.99
10504009,3.5.1.99
10274129,3.5.1.99
10163682,3.5.1.99
10046080,3.5.1.99
10089035,3.5.2.2
10088976,3.5.2.2
10782593,3.5.2.2
10871452,3.5.2.2
9969437,3.5.2.2
10952087,3.5.2.2
10871496,3.5.2.2
73589,3.5.2.2
73618,3.5.2.2
9969379,3.5.2.2
10543700,3.5.2.2
10543642,3.5.2.2
10782637,3.5.2.2
10952128,3.5.2.2
10313636,3.5.2.3
10205036,3.5.2.3
10428724,3.5.2.3
10871429,3.5.2.3
10088917,3.5.2.3
10606413,3.5.2.3
10782567,3.5.2.3
10871426,3.5.2.3
10782570,3.5.2.3
10952041,3.5.2.3
10428727,3.5.2.3
10313642,3.5.2.3
10428730,3.5.2.3
10606419,3.5.2.3
10782573,3.5.2.3
10871432,3.5.2.3
10088923,3.5.2.3
10606416,3.5.2.3
10952035,3.5.2.3
73577,3.5.2.3
10088920,3.5.2.3
10205039,3.5.2.3
9969332,3.5.2.3
9969329,3.5.2.3
10313639,3.5.2.3
73573,3.5.2.3
9969326,3.5.2.3
10205042,3.5.2.3
73571,3.5.2.3
10952038,3.5.2.3
9911518,3.5.2.6
9911520,3.5.2.6
9911515,3.5.2.6
9911513,3.5.2.6
9911519,3.5.2.6
10426794,3.5.2.7
10950288,3.5.2.7
10869395,3.5.2.7
70906,3.5.2.7
10605006,3.5.2.7
10542502,3.5.2.7
9967663,3.5.2.7
10086889,3.5.2.7
10311657,3.5.2.7
10203066,3.5.2.7
10681852,3.5.2.7
10010801,3.5.2.9
10631576,3.5.2.9
5603208,3.5.2.9
1247935,3.5.2.9
11045059,3.5.2.9
10130098,3.5.2.9
10563852,3.5.2.9
10967495,3.5.2.9
9988994,3.5.3.-
10109208,3.5.3.-
350604,3.5.3.-
11034452,3.5.3.1
10311358,3.5.3.1
10109208,3.5.3.1
70569,3.5.3.1
11002950,3.5.3.1
10460048,3.5.3.1
10604745,3.5.3.1
10780330,3.5.3.1
10086608,3.5.3.1
10202759,3.5.3.1
452036,3.5.3.1
10869072,3.5.3.1
350604,3.5.3.1
11065101,3.5.3.1
10559258,3.5.3.1
10223561,3.5.3.1
10333225,3.5.3.1
10448797,3.5.3.1
9988994,3.5.3.1
10426488,3.5.3.1
10344319,3.5.3.1
10234340,3.5.3.1
10626405,3.5.3.1
10709537,3.5.3.1
11070325,3.5.3.1
9967367,3.5.3.1
10804742,3.5.3.1
10000202,3.5.3.1
10893124,3.5.3.1
11043470,3.5.3.1
10120377,3.5.3.1
10553524,3.5.3.11
10370522,3.5.3.15
10487543,3.5.3.15
10148117,3.5.3.15
10030212,3.5.3.15
3247569,3.5.3.15
10631025,3.5.3.15
350604,3.5.3.17
10333225,3.5.3.17
10109208,3.5.3.17
10448797,3.5.3.17
9988994,3.5.3.17
10223561,3.5.3.17
5693373,3.5.3.18
10045938,3.5.3.18
10163540,3.5.3.18
10386724,3.5.3.18
10653660,3.5.3.18
10838058,3.5.3.18
10109208,3.5.3.7
350604,3.5.3.7
10448797,3.5.3.7
10223561,3.5.3.7
9988994,3.5.3.7
10333225,3.5.3.7
10596103,3.5.4.-
9972077,3.5.4.-
10909115,3.5.4.-
10783184,3.5.4.-
83677,3.5.4.-
10570295,3.5.4.-
10091847,3.5.4.-
10823433,3.5.4.-
10941298,3.5.4.-
10024474,3.5.4.-
10909117,3.5.4.-
10858698,3.5.4.-
2161195,3.5.4.-
9731661,3.5.4.-
2161187,3.5.4.-
10074590,3.5.4.-
10570297,3.5.4.-
10823431,3.5.4.-
10024472,3.5.4.-
10205537,3.5.4.10
10952364,3.5.4.10
10429207,3.5.4.10
10429210,3.5.4.10
73798,3.5.4.10
10089441,3.5.4.10
10314147,3.5.4.10
10089438,3.5.4.10
10683924,3.5.4.10
10782855,3.5.4.10
10543938,3.5.4.10
11004929,3.5.4.10
11036360,3.5.4.10
419253,3.5.4.10
10205534,3.5.4.10
11036357,3.5.4.10
10683921,3.5.4.10
10952361,3.5.4.10
9969722,3.5.4.10
10543941,3.5.4.10
419254,3.5.4.10
10782858,3.5.4.10
9969725,3.5.4.10
73797,3.5.4.10
10314144,3.5.4.10
10871735,3.5.4.10
11004932,3.5.4.10
10871732,3.5.4.10
10088994,3.5.4.12
10205103,3.5.4.12
73596,3.5.4.12
10313703,3.5.4.12
10606454,3.5.4.12
10428783,3.5.4.12
10543660,3.5.4.12
9969397,3.5.4.12
10683544,3.5.4.12
10721069,3.5.4.16
10133015,3.5.4.16
10355245,3.5.4.16
10471620,3.5.4.16
10244057,3.5.4.16
11045295,3.5.4.16
10632965,3.5.4.16
10967896,3.5.4.16
10901100,3.5.4.16
1474146,3.5.4.16
10014418,3.5.4.16
10816208,3.5.4.16
11013442,3.5.4.16
10783184,3.5.4.3
9970139,3.5.4.3
10952623,3.5.4.3
11005141,3.5.4.3
10429606,3.5.4.3
11036551,3.5.4.3
10544094,3.5.4.3
74255,3.5.4.3
10607159,3.5.4.3
10684227,3.5.4.3
10314534,3.5.4.3
10089860,3.5.4.3
10205944,3.5.4.3
11082461,3.5.4.31
11066426,3.5.4.31
6782311,3.5.4.33
6782336,3.5.4.34
6790128,3.5.4.34
10091847,3.5.4.36
10207779,3.5.4.36
10316488,3.5.4.36
83677,3.5.4.36
10431606,3.5.4.36
9972077,3.5.4.36
77614,3.5.4.37
10685734,3.5.4.37
10874382,3.5.4.37
10091716,3.5.4.37
9971953,3.5.4.37
77615,3.5.4.37
9971948,3.5.4.37
10091711,3.5.4.37
10207657,3.5.4.37
10316354,3.5.4.37
10431472,3.5.4.37
9817520,3.5.4.38
9817513,3.5.4.38
180632,3.5.4.38
10074904,3.5.4.4
11066426,3.5.4.4
10386703,3.5.4.4
10503845,3.5.4.4
9754964,3.5.4.4
11082461,3.5.4.4
5693346,3.5.4.4
10952593,3.5.4.4
10996822,3.5.4.4
10872034,3.5.4.4
10581086,3.5.4.4
10653646,3.5.4.4
10299995,3.5.4.4
10205906,3.5.4.4
9734745,3.5.4.4
10414720,3.5.4.4
10190992,3.5.4.4
10314496,3.5.4.4
10089822,3.5.4.4
74241,3.5.4.4
10981118,3.5.4.4
10544074,3.5.4.4
10838042,3.5.4.4
10672585,3.5.4.4
10607121,3.5.4.4
10769768,3.5.4.4
9970095,3.5.4.4
10941498,3.5.4.4
10596250,3.5.4.4
10684200,3.5.4.4
10782633,3.5.4.5
10952124,3.5.4.5
11036115,3.5.4.5
11004706,3.5.4.5
10871492,3.5.4.5
10606490,3.5.4.5
10428810,3.5.4.5
9969433,3.5.4.5
73608,3.5.4.5
10089031,3.5.4.5
10543696,3.5.4.5
10544850,3.5.4.6
10616447,3.5.4.9
10881009,3.5.4.9
10793075,3.5.4.9
10845033,3.5.4.9
11009071,3.5.4.9
10880971,3.5.4.9
10616483,3.5.4.9
10838941,3.5.4.9
11009060,3.5.4.9
11009101,3.5.4.9
10881001,3.5.4.9
10929981,3.5.4.9
11009107,3.5.4.9
10328667,3.5.4.9
